"User ID";"Age Group";"Gender";"Country";"Device Type";"Subscription Plan";"Preferred Watch Time";"Top Watched Language";"Average Daily Watch Minutes";"Number of Titles Watched";"Average Episode Length (minutes)";"Account Age (Months)";"Days Since Last Login";"Average Completion Rate (%)";"Number of Rewatches";"Preferred Genre (Target Variable)"
2835;"13-17";"Male";"Australia";"TV";"Basic";"Night";"French";205;99;47;61;12;95.990059233824;4;"Comedy"
3148;"13-17";"Non-binary";"India";"Laptop";"Standard";"Morning";"Spanish";113;74;56;40;6;81.87862144610604;7;"Comedy"
3915;"18-24";"Female";"Canada";"TV";"Standard";"Night";"German";152;60;50;65;9;95.33787677218221;4;"Comedy"
2949;"13-17";"Male";"Australia";"TV";"Standard";"Afternoon";"French";201;98;52;59;24;95.35581094131516;3;"Comedy"
3136;"18-24";"Male";"Germany";"Laptop";"Basic";"Afternoon";"French";69;46;39;28;21;79.29203212768587;8;"Comedy"
3336;"13-17";"Female";"India";"Laptop";"Standard";"Evening";"Japanese";256;77;47;69;17;76.06759224172337;8;"Comedy"
2802;"18-24";"Male";"Germany";"Mobile";"Standard";"Morning";"Hindi";267;28;39;47;11;92.07607544664211;7;"Comedy"
2756;"13-17";"Non-binary";"India";"Tablet";"Basic";"Afternoon";"Hindi";197;17;40;51;10;77.8990142050093;6;"Comedy"
2584;"13-17";"Female";"Canada";"TV";"Premium";"Night";"Spanish";151;76;28;38;3;86.66964405405749;7;"Comedy"
3378;"13-17";"Male";"Germany";"Tablet";"Basic";"Afternoon";"German";163;134;44;18;22;74.60424051482606;4;"Comedy"
3412;"18-24";"Female";"India";"Laptop";"Standard";"Evening";"English";136;48;42;17;20;76.98779099374558;4;"Comedy"
2647;"18-24";"Male";"Canada";"Laptop";"Premium";"Evening";"Japanese";93;54;42;20;28;90.84138676100133;5;"Comedy"
2738;"13-17";"Non-binary";"Australia";"TV";"Basic";"Morning";"Japanese";57;94;38;45;5;73.34103101892558;7;"Comedy"
2736;"18-24";"Non-binary";"India";"TV";"Standard";"Night";"Spanish";151;139;43;31;22;82.28613853342728;8;"Comedy"
3007;"13-17";"Male";"Germany";"Laptop";"Premium";"Morning";"German";132;96;37;16;21;97.38718655784587;5;"Comedy"
2434;"18-24";"Female";"USA";"TV";"Premium";"Morning";"Japanese";194;135;42;30;10;80.66838178375849;4;"Comedy"
3588;"13-17";"Male";"Canada";"TV";"Premium";"Morning";"Japanese";127;73;46;46;14;76.72670919630605;4;"Comedy"
2685;"13-17";"Non-binary";"USA";"Mobile";"Basic";"Morning";"Spanish";244;79;54;30;19;87.94431731025745;6;"Comedy"
2709;"13-17";"Male";"India";"TV";"Premium";"Morning";"Spanish";107;99;28;49;11;93.59599253565067;5;"Comedy"
3497;"13-17";"Non-binary";"Australia";"TV";"Premium";"Afternoon";"English";73;104;57;55;11;82.18852240058608;4;"Comedy"
3178;"13-17";"Male";"USA";"Tablet";"Basic";"Afternoon";"English";200;148;51;11;14;75.31832680278785;3;"Comedy"
3414;"13-17";"Male";"India";"Mobile";"Standard";"Morning";"Japanese";156;68;35;7;16;89.59702468406739;8;"Comedy"
2636;"18-24";"Non-binary";"USA";"Tablet";"Standard";"Afternoon";"German";238;108;49;34;17;98.16915830465186;5;"Comedy"
3016;"18-24";"Male";"USA";"Tablet";"Basic";"Afternoon";"Japanese";258;64;47;29;22;96.47342600683454;5;"Comedy"
3340;"18-24";"Female";"India";"TV";"Basic";"Night";"Spanish";138;72;41;36;23;85.11482806862205;6;"Comedy"
2401;"13-17";"Non-binary";"USA";"TV";"Basic";"Afternoon";"Japanese";212;61;29;29;21;97.89174727929138;8;"Comedy"
2557;"13-17";"Male";"India";"TV";"Premium";"Morning";"Spanish";109;128;34;51;15;95.14048503820753;5;"Comedy"
3046;"13-17";"Female";"India";"TV";"Basic";"Afternoon";"French";60;130;54;62;19;89.27176825374691;4;"Comedy"
2519;"18-24";"Male";"Australia";"TV";"Basic";"Evening";"German";170;91;39;55;28;87.16180978357536;3;"Comedy"
2744;"13-17";"Female";"India";"TV";"Premium";"Morning";"Spanish";79;88;45;51;8;90.96344021582618;6;"Comedy"
3660;"13-17";"Non-binary";"Australia";"Tablet";"Basic";"Afternoon";"English";240;138;47;12;16;86.94317214895827;3;"Comedy"
2871;"18-24";"Non-binary";"UK";"Tablet";"Premium";"Night";"German";264;46;53;20;0;84.4713953520222;7;"Comedy"
2970;"18-24";"Non-binary";"Canada";"Tablet";"Premium";"Night";"German";203;78;46;9;0;83.9157891076019;8;"Comedy"
3295;"13-17";"Non-binary";"Germany";"Tablet";"Standard";"Evening";"Hindi";90;123;40;25;11;79.97978558698732;6;"Comedy"
2649;"13-17";"Male";"Canada";"TV";"Premium";"Evening";"English";262;81;57;48;17;81.3502599229875;8;"Comedy"
2866;"18-24";"Non-binary";"Australia";"Tablet";"Standard";"Afternoon";"Spanish";269;66;53;49;13;82.32531606701629;6;"Comedy"
3650;"13-17";"Non-binary";"UK";"Laptop";"Standard";"Evening";"German";129;23;28;5;20;90.63405332611042;3;"Comedy"
2851;"18-24";"Male";"UK";"TV";"Premium";"Afternoon";"Japanese";165;24;33;26;9;75.98631344058765;9;"Comedy"
3343;"18-24";"Non-binary";"USA";"TV";"Basic";"Night";"French";232;90;48;33;13;85.13908101297513;4;"Comedy"
3106;"18-24";"Female";"Germany";"Tablet";"Basic";"Night";"German";232;116;27;35;15;71.43464732373987;9;"Comedy"
2764;"18-24";"Male";"Australia";"TV";"Standard";"Morning";"Japanese";166;43;46;11;10;73.82269449855316;5;"Comedy"
3655;"18-24";"Non-binary";"UK";"TV";"Premium";"Afternoon";"English";72;130;47;48;8;79.16608358897754;8;"Comedy"
2254;"13-17";"Non-binary";"USA";"TV";"Standard";"Morning";"French";196;53;33;62;21;71.87929932768016;6;"Comedy"
2272;"18-24";"Male";"UK";"Mobile";"Standard";"Evening";"Spanish";69;29;52;23;12;77.43613814657701;7;"Comedy"
2205;"18-24";"Non-binary";"Canada";"Laptop";"Standard";"Evening";"German";139;118;41;41;2;86.24339761736903;8;"Comedy"
2822;"13-17";"Male";"USA";"Tablet";"Standard";"Morning";"Hindi";116;94;39;37;10;79.9955812127074;8;"Comedy"
3483;"18-24";"Male";"UK";"Tablet";"Premium";"Night";"German";164;126;38;15;18;86.48934102929344;6;"Comedy"
2902;"18-24";"Non-binary";"Canada";"Mobile";"Standard";"Morning";"Spanish";171;129;48;24;11;97.5250152332669;4;"Comedy"
3884;"18-24";"Male";"USA";"Mobile";"Standard";"Night";"German";217;37;38;52;5;93.8897195107305;4;"Comedy"
2507;"13-17";"Non-binary";"UK";"Mobile";"Basic";"Evening";"German";186;65;49;65;24;80.9282759350145;9;"Comedy"
2534;"13-17";"Female";"UK";"Laptop";"Standard";"Evening";"Spanish";183;127;50;17;26;90.74033975199916;9;"Comedy"
2875;"18-24";"Non-binary";"UK";"Tablet";"Standard";"Afternoon";"German";216;110;46;40;14;95.99988424035989;7;"Comedy"
2340;"13-17";"Non-binary";"Australia";"Mobile";"Basic";"Morning";"Hindi";147;64;52;21;23;84.29507512350837;8;"Comedy"
2445;"18-24";"Non-binary";"USA";"TV";"Premium";"Evening";"Japanese";197;54;35;44;11;91.93957454215848;5;"Comedy"
2809;"18-24";"Female";"India";"Tablet";"Standard";"Evening";"Spanish";110;68;51;40;5;82.50319842188718;8;"Comedy"
3223;"13-17";"Female";"Canada";"Laptop";"Basic";"Night";"German";235;40;36;25;1;91.09120334043526;7;"Comedy"
3329;"18-24";"Male";"UK";"Mobile";"Premium";"Afternoon";"French";241;93;38;22;27;71.81604963046195;5;"Comedy"
2785;"13-17";"Male";"India";"TV";"Premium";"Morning";"Japanese";146;52;42;28;18;95.24055905556732;6;"Comedy"
2301;"13-17";"Non-binary";"USA";"TV";"Standard";"Afternoon";"Japanese";257;79;33;32;16;84.38762902951248;5;"Comedy"
2481;"18-24";"Non-binary";"USA";"Tablet";"Basic";"Morning";"French";225;113;45;22;4;86.03677500996307;4;"Comedy"
2401;"18-24";"Female";"Canada";"Laptop";"Basic";"Evening";"Spanish";221;26;40;61;9;89.74264117466618;8;"Comedy"
3197;"13-17";"Male";"Canada";"Laptop";"Standard";"Afternoon";"German";190;77;36;58;22;79.78820599107681;5;"Comedy"
2966;"13-17";"Male";"Germany";"TV";"Basic";"Afternoon";"German";59;51;47;31;17;82.62284734543223;9;"Comedy"
2526;"18-24";"Non-binary";"Canada";"Tablet";"Basic";"Afternoon";"German";178;101;34;15;5;87.44911545345185;6;"Comedy"
3751;"13-17";"Male";"USA";"Tablet";"Basic";"Morning";"English";68;133;45;31;19;91.50226086641953;7;"Comedy"
2784;"18-24";"Non-binary";"UK";"Mobile";"Standard";"Afternoon";"Spanish";103;136;52;22;18;87.14027157303994;7;"Comedy"
2822;"18-24";"Male";"UK";"Tablet";"Premium";"Evening";"German";148;103;29;37;7;78.18623721532668;9;"Comedy"
2413;"18-24";"Male";"Australia";"TV";"Premium";"Morning";"Japanese";151;112;40;4;10;80.4200278202994;5;"Comedy"
2990;"13-17";"Male";"Canada";"Laptop";"Premium";"Afternoon";"Japanese";138;93;47;23;26;90.30636778513126;7;"Comedy"
3142;"18-24";"Male";"Canada";"TV";"Premium";"Afternoon";"Hindi";251;102;34;8;14;81.06017989292785;7;"Comedy"
2564;"13-17";"Male";"USA";"TV";"Standard";"Morning";"French";95;62;56;63;15;73.72963454004704;8;"Comedy"
3561;"18-24";"Male";"Canada";"Tablet";"Standard";"Morning";"French";207;32;40;50;2;77.86618534701667;4;"Comedy"
2812;"13-17";"Male";"USA";"Laptop";"Basic";"Afternoon";"English";126;128;47;21;14;73.75904054012454;3;"Comedy"
2875;"18-24";"Female";"USA";"TV";"Premium";"Morning";"Japanese";182;108;34;56;9;83.46981281831931;4;"Comedy"
3688;"18-24";"Female";"Germany";"TV";"Basic";"Evening";"German";170;94;48;16;16;77.0958411256634;4;"Comedy"
3026;"18-24";"Male";"Canada";"Laptop";"Premium";"Evening";"English";163;73;40;36;26;83.66132488339939;5;"Comedy"
3788;"13-17";"Male";"USA";"Mobile";"Basic";"Morning";"Hindi";121;70;42;4;19;85.4859618267835;3;"Comedy"
3617;"18-24";"Female";"USA";"TV";"Standard";"Morning";"French";68;88;32;60;13;85.48800982892766;7;"Comedy"
2547;"13-17";"Female";"India";"Laptop";"Standard";"Morning";"Spanish";125;69;55;50;29;76.76659744547504;5;"Comedy"
3290;"13-17";"Female";"India";"Laptop";"Standard";"Evening";"German";130;34;42;6;20;79.02475493741899;4;"Comedy"
3556;"13-17";"Male";"India";"TV";"Basic";"Morning";"Hindi";143;44;42;8;6;93.36245661633625;3;"Comedy"
3434;"13-17";"Male";"Australia";"TV";"Basic";"Afternoon";"French";141;143;50;15;3;91.72518694758796;4;"Comedy"
2215;"18-24";"Female";"USA";"TV";"Standard";"Morning";"French";202;120;29;48;3;76.50335240816872;5;"Comedy"
2389;"13-17";"Female";"India";"Mobile";"Premium";"Morning";"German";134;78;30;42;9;88.31080233344795;4;"Comedy"
3038;"13-17";"Non-binary";"USA";"TV";"Basic";"Afternoon";"English";235;60;54;17;13;78.53125563845293;9;"Comedy"
2492;"13-17";"Male";"Australia";"TV";"Basic";"Morning";"French";204;95;50;65;12;98.61608254161298;4;"Comedy"
2644;"13-17";"Male";"Canada";"Laptop";"Premium";"Afternoon";"French";129;59;44;27;24;93.78732538322687;7;"Comedy"
3525;"18-24";"Female";"Germany";"TV";"Premium";"Morning";"Japanese";84;128;35;56;12;76.99240737066876;5;"Comedy"
3484;"18-24";"Non-binary";"Canada";"Laptop";"Premium";"Morning";"German";115;107;35;7;5;86.49311530258774;8;"Comedy"
3016;"18-24";"Non-binary";"Germany";"Laptop";"Premium";"Night";"English";220;130;57;64;16;93.17409688740247;3;"Comedy"
2720;"18-24";"Female";"Australia";"TV";"Basic";"Evening";"German";188;90;34;50;23;92.6307585358189;5;"Comedy"
2888;"13-17";"Female";"UK";"Tablet";"Basic";"Evening";"Japanese";232;87;32;50;7;72.98871633367771;4;"Comedy"
2936;"18-24";"Non-binary";"USA";"Tablet";"Basic";"Afternoon";"German";233;106;47;39;13;83.92426702114898;6;"Comedy"
2723;"18-24";"Male";"USA";"Tablet";"Basic";"Afternoon";"Japanese";161;65;35;20;11;96.33394423504177;6;"Comedy"
3321;"18-24";"Female";"India";"Laptop";"Standard";"Evening";"Japanese";261;117;30;10;9;80.4739174338446;8;"Comedy"
3539;"13-17";"Male";"India";"Mobile";"Premium";"Afternoon";"Japanese";200;59;49;33;21;91.52382663630982;8;"Comedy"
2972;"18-24";"Female";"USA";"Tablet";"Basic";"Evening";"Japanese";232;29;29;18;11;73.52117069377174;8;"Comedy"
2678;"18-24";"Male";"Canada";"Laptop";"Premium";"Evening";"Japanese";95;91;42;37;28;87.91310683076202;6;"Comedy"
3385;"13-17";"Male";"USA";"Mobile";"Standard";"Morning";"Hindi";114;114;45;32;16;80.69037467587924;6;"Comedy"
3455;"18-24";"Male";"Canada";"Laptop";"Premium";"Afternoon";"Hindi";259;104;53;9;14;83.83286508887228;7;"Comedy"
2675;"13-17";"Female";"Canada";"Laptop";"Premium";"Morning";"German";133;138;43;43;14;92.41794877252704;6;"Comedy"
3227;"18-24";"Non-binary";"India";"Tablet";"Basic";"Afternoon";"Japanese";215;68;42;40;18;97.35418158911712;4;"Comedy"
2470;"13-17";"Male";"USA";"Laptop";"Standard";"Afternoon";"Spanish";174;72;32;57;23;78.14589831269207;4;"Comedy"
2681;"18-24";"Non-binary";"Germany";"Tablet";"Premium";"Night";"English";179;122;59;38;19;99.23100040173833;3;"Comedy"
2576;"18-24";"Non-binary";"Canada";"TV";"Standard";"Evening";"German";159;120;36;16;5;83.33039664322483;5;"Comedy"
2089;"18-24";"Male";"Canada";"TV";"Basic";"Morning";"Spanish";200;47;27;37;21;95.52586090361771;8;"Comedy"
2714;"13-17";"Female";"Australia";"TV";"Basic";"Evening";"French";173;63;33;3;6;79.73501089018987;7;"Comedy"
2069;"13-17";"Non-binary";"India";"TV";"Premium";"Night";"Hindi";241;120;31;9;1;95.17427460566067;8;"Comedy"
3660;"18-24";"Female";"Germany";"Mobile";"Basic";"Morning";"Japanese";153;114;35;10;8;80.16374789068406;9;"Comedy"
3249;"18-24";"Non-binary";"Canada";"Tablet";"Premium";"Morning";"German";161;47;47;19;0;80.56020072958238;8;"Comedy"
3440;"13-17";"Female";"Germany";"Mobile";"Basic";"Evening";"Japanese";206;15;46;45;1;91.91709207184599;5;"Comedy"
2856;"18-24";"Male";"Australia";"Laptop";"Basic";"Afternoon";"French";131;69;45;43;2;84.33138731610306;5;"Comedy"
2795;"13-17";"Male";"Canada";"TV";"Standard";"Morning";"Spanish";187;110;35;35;10;79.28382023819074;4;"Comedy"
2299;"13-17";"Male";"India";"Tablet";"Basic";"Morning";"German";233;26;31;30;1;89.90589151313598;9;"Comedy"
2541;"13-17";"Non-binary";"Canada";"TV";"Premium";"Night";"Spanish";124;92;38;22;1;88.58494097787977;7;"Comedy"
2453;"13-17";"Male";"USA";"TV";"Premium";"Evening";"German";202;57;39;42;12;90.99014929058605;6;"Comedy"
3608;"13-17";"Female";"UK";"TV";"Standard";"Afternoon";"Japanese";130;44;45;58;24;71.60446353921103;7;"Comedy"
3507;"18-24";"Male";"Germany";"Laptop";"Basic";"Afternoon";"French";72;65;53;11;17;77.63995097807475;6;"Comedy"
3891;"18-24";"Female";"Australia";"TV";"Standard";"Afternoon";"English";263;143;37;66;26;90.79470519919073;8;"Comedy"
3304;"13-17";"Female";"Germany";"Tablet";"Basic";"Afternoon";"German";235;111;44;32;23;71.98203153595529;7;"Comedy"
2863;"13-17";"Non-binary";"Canada";"TV";"Standard";"Evening";"English";241;91;31;37;15;94.16952240897959;8;"Comedy"
3006;"13-17";"Male";"India";"Tablet";"Basic";"Afternoon";"Japanese";248;148;31;26;12;90.4069988891573;3;"Comedy"
2954;"18-24";"Male";"Germany";"Laptop";"Basic";"Afternoon";"French";52;45;51;30;18;77.9593067802008;7;"Comedy"
3516;"13-17";"Non-binary";"UK";"Tablet";"Standard";"Morning";"Hindi";80;129;43;37;14;77.93434014684912;6;"Comedy"
2337;"18-24";"Male";"Canada";"Laptop";"Basic";"Morning";"Spanish";192;29;36;31;11;94.35323855076854;6;"Comedy"
3446;"13-17";"Female";"India";"Mobile";"Basic";"Evening";"Spanish";92;56;38;53;4;89.96391769561068;4;"Comedy"
2679;"13-17";"Male";"Canada";"Laptop";"Premium";"Morning";"German";126;137;42;48;20;98.00199949596932;4;"Comedy"
3656;"18-24";"Non-binary";"India";"Laptop";"Standard";"Evening";"Japanese";218;109;27;8;9;96.056999202445;5;"Comedy"
2872;"13-17";"Male";"Australia";"Laptop";"Standard";"Morning";"Japanese";184;112;51;27;20;77.03447353106864;4;"Comedy"
2777;"18-24";"Female";"Australia";"Laptop";"Premium";"Evening";"Japanese";194;70;54;7;0;85.74289592244695;5;"Comedy"
3709;"13-17";"Female";"Germany";"Tablet";"Standard";"Evening";"French";100;144;39;25;2;83.61239948041285;6;"Comedy"
3692;"13-17";"Male";"Canada";"Laptop";"Basic";"Night";"English";215;29;47;32;20;89.88523059960328;6;"Comedy"
3510;"13-17";"Female";"Germany";"Mobile";"Premium";"Evening";"Hindi";200;102;57;59;12;91.4955926848829;6;"Comedy"
3214;"13-17";"Male";"Canada";"Laptop";"Basic";"Afternoon";"German";164;24;40;34;1;79.74339148897604;8;"Comedy"
2280;"18-24";"Male";"Germany";"Laptop";"Premium";"Afternoon";"French";116;31;53;47;18;89.22177678033506;7;"Comedy"
2964;"13-17";"Non-binary";"UK";"Tablet";"Standard";"Evening";"French";91;104;48;40;18;81.04027929692137;6;"Comedy"
3029;"18-24";"Male";"USA";"Mobile";"Basic";"Night";"German";175;75;30;60;7;91.11637461700896;4;"Comedy"
2772;"13-17";"Female";"Canada";"Tablet";"Standard";"Evening";"Spanish";230;132;41;57;6;82.7330113618621;8;"Comedy"
2622;"13-17";"Male";"Germany";"Laptop";"Basic";"Evening";"Japanese";102;84;46;40;21;92.38264614353686;5;"Comedy"
2311;"13-17";"Female";"India";"TV";"Premium";"Night";"Spanish";147;97;31;8;1;90.63371192416393;7;"Comedy"
3043;"18-24";"Female";"India";"Mobile";"Standard";"Evening";"Spanish";115;71;51;42;8;89.3516276939377;9;"Comedy"
3477;"18-24";"Male";"Canada";"TV";"Standard";"Afternoon";"Hindi";77;99;55;1;13;87.1424193699741;6;"Comedy"
3268;"13-17";"Female";"USA";"Mobile";"Basic";"Morning";"Hindi";105;37;44;28;19;81.00838792416494;3;"Comedy"
2374;"13-17";"Male";"Canada";"Laptop";"Premium";"Evening";"Japanese";95;93;43;33;29;83.95573086741022;6;"Comedy"
3161;"18-24";"Non-binary";"Australia";"Mobile";"Standard";"Evening";"French";248;31;33;66;7;95.20826860472107;5;"Comedy"
2370;"18-24";"Female";"India";"Mobile";"Premium";"Afternoon";"Spanish";247;30;39;47;19;78.59256049316592;4;"Comedy"
2267;"18-24";"Non-binary";"USA";"Tablet";"Basic";"Night";"German";226;105;41;37;8;83.44177491115464;4;"Comedy"
2728;"13-17";"Non-binary";"India";"Mobile";"Basic";"Night";"German";121;80;31;58;19;84.04911699771267;9;"Comedy"
3266;"18-24";"Male";"Canada";"TV";"Premium";"Evening";"English";207;43;53;49;3;98.393209499257;7;"Comedy"
2329;"18-24";"Male";"Canada";"Tablet";"Premium";"Morning";"Hindi";97;83;30;66;24;80.21144949205798;5;"Comedy"
2855;"13-17";"Male";"UK";"Tablet";"Premium";"Afternoon";"Japanese";186;72;51;33;26;90.21356980479032;7;"Comedy"
2395;"18-24";"Non-binary";"India";"Mobile";"Standard";"Evening";"Spanish";67;48;52;28;9;78.72035618792776;6;"Comedy"
2277;"18-24";"Non-binary";"Canada";"Laptop";"Standard";"Afternoon";"English";138;115;43;26;4;81.63839506882391;7;"Comedy"
2279;"13-17";"Female";"USA";"Mobile";"Basic";"Morning";"Hindi";99;101;57;43;26;81.60067537393059;5;"Comedy"
2628;"18-24";"Non-binary";"Germany";"Laptop";"Premium";"Afternoon";"English";175;68;58;57;18;97.75573600175933;3;"Comedy"
2672;"13-17";"Female";"Australia";"Laptop";"Standard";"Morning";"Spanish";138;46;54;15;19;71.18709634860419;4;"Comedy"
2836;"18-24";"Male";"Australia";"Tablet";"Premium";"Morning";"Japanese";79;75;37;4;22;96.0426502890519;8;"Comedy"
3615;"13-17";"Male";"USA";"Mobile";"Premium";"Morning";"English";262;101;44;47;11;79.1864298458967;6;"Comedy"
3443;"18-24";"Female";"India";"Laptop";"Basic";"Evening";"English";140;35;34;33;10;92.76560115133465;5;"Comedy"
2506;"18-24";"Male";"USA";"Laptop";"Basic";"Afternoon";"Japanese";149;41;42;30;25;91.99890991955616;8;"Comedy"
3112;"13-17";"Male";"Australia";"TV";"Premium";"Morning";"French";198;78;49;58;22;89.3561766000158;3;"Comedy"
3149;"13-17";"Female";"Germany";"Laptop";"Premium";"Night";"Spanish";232;92;37;64;18;81.78235345451309;4;"Comedy"
2429;"13-17";"Non-binary";"India";"TV";"Premium";"Night";"Hindi";141;108;27;10;1;97.38225226773527;8;"Comedy"
3374;"13-17";"Non-binary";"Canada";"Laptop";"Premium";"Evening";"Spanish";107;76;36;10;16;84.44464369553248;8;"Comedy"
2830;"18-24";"Male";"India";"Mobile";"Standard";"Night";"Japanese";144;121;32;24;20;85.60419539341123;8;"Comedy"
3665;"13-17";"Female";"UK";"Tablet";"Basic";"Evening";"French";253;57;32;5;6;96.02172689731611;7;"Comedy"
2231;"18-24";"Female";"USA";"Tablet";"Basic";"Morning";"French";225;119;46;22;3;89.1560141551833;5;"Comedy"
2248;"18-24";"Male";"Australia";"Mobile";"Basic";"Afternoon";"Japanese";249;87;48;46;16;87.78078629540975;4;"Comedy"
2370;"18-24";"Female";"India";"Mobile";"Standard";"Evening";"Spanish";164;53;54;48;12;96.45669376200439;6;"Comedy"
2446;"13-17";"Non-binary";"USA";"TV";"Basic";"Afternoon";"Hindi";232;63;55;13;23;82.29190840070429;9;"Comedy"
3225;"13-17";"Female";"UK";"Tablet";"Basic";"Evening";"French";223;32;30;6;11;95.33650475292747;5;"Comedy"
2401;"18-24";"Male";"USA";"TV";"Premium";"Morning";"Japanese";150;113;46;29;10;76.4181391304371;5;"Comedy"
2527;"13-17";"Non-binary";"Australia";"Mobile";"Basic";"Morning";"Hindi";75;85;51;38;8;84.84845629213449;9;"Comedy"
2646;"13-17";"Non-binary";"Australia";"Laptop";"Premium";"Afternoon";"Japanese";174;103;56;56;14;85.23768161871322;5;"Comedy"
2292;"13-17";"Female";"USA";"TV";"Standard";"Morning";"Japanese";177;66;39;56;22;71.50290807569787;8;"Comedy"
3593;"13-17";"Male";"Canada";"Laptop";"Premium";"Night";"Hindi";174;98;58;58;7;84.79078962366606;7;"Comedy"
3572;"13-17";"Female";"Germany";"Tablet";"Standard";"Evening";"Spanish";187;140;48;31;8;85.46179991309069;6;"Comedy"
2520;"13-17";"Male";"India";"Tablet";"Basic";"Afternoon";"French";166;138;53;9;12;79.08536868298422;6;"Comedy"
2305;"13-17";"Female";"Canada";"Mobile";"Premium";"Afternoon";"Japanese";227;57;44;55;18;70.40556439878887;6;"Comedy"
3106;"13-17";"Female";"UK";"Mobile";"Standard";"Evening";"German";140;82;28;15;26;70.58336555043732;6;"Comedy"
3082;"18-24";"Non-binary";"USA";"Mobile";"Basic";"Night";"French";232;124;45;33;12;82.66604614481437;6;"Comedy"
2367;"18-24";"Female";"India";"Mobile";"Standard";"Night";"Japanese";152;142;40;28;22;86.98060418291922;8;"Comedy"
2910;"18-24";"Male";"Canada";"Mobile";"Premium";"Evening";"German";120;39;28;23;26;74.11202973486;9;"Comedy"
2241;"13-17";"Female";"Germany";"Tablet";"Basic";"Afternoon";"Hindi";73;102;38;61;27;82.38220774733276;5;"Comedy"
2629;"18-24";"Male";"USA";"Tablet";"Standard";"Afternoon";"German";197;52;47;31;19;94.78340518872963;3;"Comedy"
3388;"18-24";"Non-binary";"UK";"TV";"Standard";"Evening";"Spanish";184;121;34;40;28;76.0146428134207;4;"Comedy"
2333;"13-17";"Non-binary";"USA";"TV";"Standard";"Afternoon";"Japanese";238;82;31;36;10;80.5416653846341;5;"Comedy"
3006;"18-24";"Male";"Australia";"TV";"Standard";"Morning";"Japanese";187;21;49;36;7;77.04149060314413;5;"Comedy"
3559;"18-24";"Non-binary";"Canada";"Tablet";"Basic";"Afternoon";"German";160;111;38;44;4;85.14098338232279;7;"Comedy"
3489;"18-24";"Male";"USA";"TV";"Standard";"Afternoon";"French";63;59;33;61;0;79.76812283279794;8;"Comedy"
3024;"13-17";"Male";"Australia";"TV";"Standard";"Morning";"Japanese";183;21;49;39;7;80.19693772748195;6;"Comedy"
2974;"13-17";"Non-binary";"UK";"Tablet";"Standard";"Evening";"French";111;103;49;40;19;79.46128962549152;6;"Comedy"
3496;"13-17";"Non-binary";"Germany";"Tablet";"Standard";"Evening";"English";135;142;38;16;23;79.14566028770193;5;"Comedy"
3474;"13-17";"Male";"Australia";"Laptop";"Standard";"Morning";"Japanese";198;99;48;39;12;77.95100945264223;5;"Comedy"
2947;"18-24";"Non-binary";"UK";"TV";"Standard";"Evening";"Spanish";126;80;49;33;18;70.21382128749768;5;"Comedy"
3533;"13-17";"Non-binary";"Germany";"Tablet";"Standard";"Evening";"French";128;143;39;29;12;83.97854340765964;5;"Comedy"
2510;"18-24";"Non-binary";"Canada";"TV";"Standard";"Evening";"Spanish";192;129;31;56;16;96.16479380967078;5;"Comedy"
2541;"18-24";"Male";"Germany";"Laptop";"Premium";"Afternoon";"Japanese";133;66;36;34;17;79.13904262164995;6;"Comedy"
2421;"13-17";"Male";"Canada";"Tablet";"Basic";"Evening";"Spanish";275;105;40;14;13;81.57146193798042;7;"Comedy"
2237;"18-24";"Female";"Canada";"Tablet";"Premium";"Night";"French";202;67;43;10;23;88.67439427145071;6;"Comedy"
3028;"18-24";"Female";"Australia";"Laptop";"Standard";"Evening";"Japanese";236;79;44;2;0;94.81402916178797;7;"Comedy"
3450;"13-17";"Non-binary";"Australia";"TV";"Premium";"Afternoon";"Japanese";168;106;54;57;23;87.31871681898312;5;"Comedy"
2534;"18-24";"Male";"UK";"Mobile";"Standard";"Evening";"French";66;23;55;29;10;77.32823846246215;5;"Comedy"
3967;"18-24";"Non-binary";"UK";"Mobile";"Standard";"Evening";"French";178;33;29;52;20;96.79871977228554;5;"Comedy"
2563;"18-24";"Non-binary";"Germany";"Laptop";"Premium";"Afternoon";"English";202;72;34;39;19;99.15311046816602;4;"Comedy"
3281;"13-17";"Non-binary";"Germany";"Mobile";"Standard";"Evening";"French";76;54;53;64;18;95.25743503130093;7;"Comedy"
2448;"13-17";"Female";"USA";"Laptop";"Standard";"Morning";"French";117;55;58;69;6;72.16635927239537;8;"Comedy"
2788;"18-24";"Female";"India";"Tablet";"Standard";"Evening";"Hindi";96;74;38;43;0;77.29530738473437;9;"Comedy"
3572;"13-17";"Non-binary";"Australia";"Tablet";"Basic";"Afternoon";"Spanish";148;90;33;41;17;84.49298395166132;8;"Comedy"
2391;"18-24";"Male";"Germany";"Laptop";"Basic";"Afternoon";"French";82;42;55;43;2;83.55122743546156;3;"Comedy"
2305;"18-24";"Male";"Australia";"Mobile";"Basic";"Night";"German";221;100;52;50;27;83.5364660535939;4;"Comedy"
3669;"13-17";"Male";"Australia";"Tablet";"Basic";"Afternoon";"English";241;148;34;12;17;81.13001788457412;4;"Comedy"
3233;"13-17";"Non-binary";"India";"Laptop";"Basic";"Morning";"Spanish";144;59;35;50;27;74.88425869027354;4;"Comedy"
2100;"13-17";"Male";"Germany";"Laptop";"Premium";"Night";"Hindi";231;61;30;7;1;92.84869031413244;8;"Comedy"
